,Eigenvalues Squared of Minima,Minima Found,Other Info,Parameters
1593,"[array([11614610.11634961,   133441.24457272,  4523790.20145978]), array([11614610.11634961,   133441.24457272,  4523790.20145978])]","[array([-415.65445,   16.77273, -467.05875]), array([415.65445, -16.77273, 467.05875])]",,"[-5749.4816579569315, 7217.194824886978, 653.6661612221778, 4.675658155059949, 0.2111442465189461, 2.9440543623864643, 2.823044761445452, 11.218543967719494, -6.68586138177958, 5.016327199285442, -7.034576791826111, -0.5613043963056743, 118686.10244039312, 56696.33508518906, -71639.28312723339]"
1594,0,0,,"[-4802.681400164653, 7712.271847146978, -8308.94822751556, 4.6865117383868915, 0.764412669503123, 5.646977432890309, -5.13088947408355, 8.317779609962532, -3.197820946161893, -10.710467671267873, -7.033399582854911, -11.887398654241712, -88917.27406831103, 43665.4520548422, -253535.1120874966]"
1595,0,0,,"[8585.163686227424, 3018.5678234440784, -8052.693489804621, 4.236163453330913, 4.959797910724658, 5.002726114402024, -1.420293795349167, -7.818012748548862, -7.3417803792959155, -9.631877275503728, -7.070183068288153, 5.903166666600406, 49405.970695763215, 100995.05118019143, -90107.6508435384]"
1596,"[array([1229042.6562926 ,  484231.00005171,  359055.18032264])]","[array([-155.62414,  -47.25851, -141.05527])]",,"[-7056.0725244266505, -2463.592331734001, -5639.548591515016, 2.824392508548314, 4.967953336478789, 4.031752466870015, -3.8647178398681596, 1.5110697397664818, 9.057020687190562, 6.7706374027902605, 0.9276882799659525, -10.601477141634348, -74686.49604885081, -13791.662782183557, -238935.74149715423]"
1597,0,0,,"[4005.84914716027, -1203.2262980078704, -9952.001018348608, 0.7999893118830151, 2.742251034171231, 5.173695177087006, -4.6797877621740245, 2.6308178008510232, -2.2529353828687366, 5.103052407864169, -3.1856169052414725, -3.667374517290135, -94820.07283847342, -51596.55271058009, -131649.3108401908]"
1598,"[array([102956.98803329, 660090.71764585, 531157.74743852]), array([102956.98803329, 660090.71764585, 531157.74743852])]","[array([ -67.23219,   20.6259 , -107.72214]), array([ 67.23219, -20.6259 , 107.72214])]",,"[9145.657757941291, 7020.627994934766, 7658.42634264753, 5.232864490761135, 5.269836252401013, 0.6065196341822356, 9.60674660769325, 11.610924202411205, 9.1786868067022, -1.5748149717042708, 5.684195146487486, 4.8097453605106075, 92184.60887619434, 32251.74018740075, -236868.71181345978]"
1599,"[array([584302.21836244, 148161.89926045, 235222.71202298]), array([584302.21836244, 148161.89926045, 235222.71202298])]","[array([-135.80765,    4.61491, -121.08508]), array([135.80765,  -4.61491, 121.08508])]",,"[-14.745565038423592, -8255.118230730797, 3523.6870763262177, 0.6752932024055631, 1.4199517919685096, 1.2929981905716998, 2.725296565128069, 3.967177897308666, 6.916956008669263, 3.8626446849164573, 5.998542309829311, -6.238221145053148, -62505.41088816307, 91138.77088145638, -80929.85892174614]"
1600,"[array([ 136939.63623811,  799566.19424097, 1069869.80891588]), array([ 136939.63623811,  799566.19424097, 1069869.80891588])]","[array([-121.20479, -122.72919,    1.47016]), array([121.20479, 122.72919,  -1.47016])]",,"[-8833.303026073996, -3188.284727891244, -7925.2024324510685, 3.4153561410689792, 3.456308776022934, 4.905648263406641, -8.732785947602574, 8.365915711976296, 11.087341826591047, 4.163598490694071, 7.382516528727706, 7.185318699907878, -80545.5405837214, 74572.8118986157, -63051.44604436547]"
1601,0,0,,"[-4371.8121715274165, 33.63073682985669, -9503.307938664511, 4.951283282670155, 3.7274169968239055, 5.362307729393727, 6.194161914737219, 7.453255765887697, -5.394432134267182, -1.980207824495828, -6.192109084936039, -5.6068527371533765, 114250.93923795578, 66425.31133300782, -193121.065415969]"
1602,0,0,,"[555.9977535476701, 2021.3515126414022, 4718.156386609882, 0.4776335813403352, 0.5768165023397583, 3.2123982102224122, -9.430700556166935, -1.7572328893416618, 7.436515569932634, -6.37271874982763, -6.543117461850255, -5.309879552105813, -142826.08369827288, -90400.69064672981, -339170.20103869407]"
1603,0,0,,"[-7503.154902993754, -1930.457884772567, -5491.923531925287, 0.13143967216012556, 1.5498897915911347, 5.513636665382203, 5.601306484162404, -3.6125540209103697, 3.8789838762236997, -4.366875173295105, -11.723049587121713, -3.9578441154324384, 131748.43282398506, 61371.92215389825, -247320.29531458003]"
1604,0,0,,"[2815.4356914914915, -2322.7171617883814, 1847.5890773204246, 3.3786862179981134, 1.141204116282087, 3.7210973106780574, -3.510398186471246, -3.180829213838904, 2.566479885475726, -9.586684357972837, 4.222388232995073, -8.075965119461543, -120406.28519894033, 33116.08112557823, -79945.38034318248]"
1605,0,0,,"[-1217.6184912923582, -4317.602028525145, 4278.814017535597, 3.1712381918683357, 5.644114264791246, 3.2308881084131422, -5.667885416269178, -7.848159146749864, -7.707009685319151, -0.0769703920146192, -0.8011584183802682, -4.2920142535405965, -76931.14898662933, 26545.3139108725, -336037.3734687465]"
1606,0,0,,"[-1341.8113102625666, 7221.824569672604, 8104.849869085985, 1.6512216327219458, 2.2029020009871125, 0.45816265610898277, -3.01866651987757, -0.2176690365950691, 11.705386606059005, -3.787742709896948, 2.147908928271633, -7.061042463648863, 61584.55989249097, -105127.24448836522, -122076.74293821264]"
1607,"[array([1339777.84577964,  713734.08393736,  287409.45665202])]","[array([-127.30588,  -17.78197, -147.20403])]",,"[682.5445408766736, 6485.392190865237, 9974.680380736354, 5.770199200611609, 4.784959857933425, 3.170998930564876, -2.0778776397900955, 5.7401526172952995, 5.050845264355793, 8.003442130144752, -3.0994096626367327, -3.7522094693792987, -140498.90974520275, 85316.6646889417, -357262.5656499381]"
1608,"[array([  262513.97254303, 48035902.22535282, 28835598.96967571]), array([  262513.97254303, 48035902.22535282, 28835598.96967571])]","[array([-1421.57421,   873.33716,    -6.68339]), array([1421.57421, -873.33716,    6.68339])]",,"[8067.973588407087, 3616.825156004703, -7822.7678946792985, 0.8147901522486921, 5.708175194304441, 0.33925517964415836, 5.259966456837379, -4.269064639252827, 11.020395686149321, -9.513868935759671, 5.886060448735915, -4.500272675360234, 131935.827352504, -17735.733558820124, -146460.72386607275]"
1609,0,0,,"[-844.7026976434809, 6561.777015766136, 5631.869751478598, 0.7628124797962381, 2.2212492693584647, 0.8372152352487843, -8.856296334723286, -7.243405877957675, 12.4095043304998, 6.838761564499137, -11.557688711535642, -2.8157226851923642, -147317.9329405401, -136814.14044164532, -63594.09060091118]"
1610,0,0,,"[-3729.9997891672047, 5823.23055421989, 390.7171700599738, 4.6743661083628645, 0.8720291917980484, 3.4538293395636797, -0.3315278593938782, 4.3781608376634775, -6.567137153150994, 12.185895413928442, 7.577448463135898, -12.384225402669133, 101758.99545188394, 112343.35656062921, -269809.299726563]"
1611,0,0,,"[-9121.483903713375, -9119.111201899752, 7108.278434364482, 5.957305808542686, 0.1555332277773953, 4.075933438462547, 7.07160843175911, -6.322268075213847, 1.3747360266671773, 10.706836800818259, -10.257781308542167, 2.433734017421342, 64101.031245600956, 141243.43518333125, -198711.88555661673]"
1612,"[array([1158341.74072767,  674961.5614417 ,   45304.05002727]), array([1158341.74072767,  674961.5614417 ,   45304.05002727])]","[array([-138.63141,   74.43276, -150.72458]), array([138.63141, -74.43276, 150.72458])]",,"[1177.863682098945, -9788.499029515255, 8307.378785200752, 2.469401904075428, 3.3707653384451084, 3.1804584556667135, 8.08052642972644, -6.237444866188818, 3.406157301688749, 1.742348940499932, -1.719466229486951, -1.2523434293881603, 102759.00686078687, -40038.13083608511, -311808.7580179818]"
1613,0,0,,"[-5503.252606942572, 51.35311366711721, 7292.227952059293, 4.3840408926458805, 4.746720777423074, 2.70462744830868, -2.676123372526046, 2.8638895001801217, 9.993641219524235, 0.7216845936744676, -11.870975399406776, 2.9661610249951416, 5448.410415521357, 46366.1710503019, -162403.92302129656]"
1614,"[array([ 672829.52071972, 3091689.51527748, 3530035.11972495])]","[array([-253.36046,  -15.68013, -256.62259])]",,"[-608.8060795265937, 4410.7538498845715, 3151.590002762041, 3.098205929709742, 3.6007816354971274, 3.006283383574254, 7.04065411522047, 1.8070881533881362, 1.399161638633526, 12.34100061859818, 5.384066497288007, -4.909239839882483, -79162.25075616602, -131432.49355619174, -334739.8032532015]"
1615,0,0,,"[7399.418532280037, 7844.8015217856155, -1829.899066007505, 3.7046754712923295, 3.5245227606061063, 4.4308404212257395, -9.156025545391614, 4.118485283216925, 10.075132875183051, -7.287749702183192, -2.3215333232323836, 7.681756862960167, -104480.05923858706, 19911.18362037436, -27036.826278659224]"
1616,0,0,,"[-1021.5830988252001, 5260.47306674812, 1812.5276250901898, 1.7167538475909763, 1.6084117665800821, 3.796424810449047, -10.353565923388057, 6.073113011874941, -1.8674753035980762, -12.071969673864936, -2.2083019089192586, -2.2840678543532498, -3612.449095759541, 131509.04404985922, -106175.29736141651]"
1617,0,0,,"[6803.996448658261, -6145.658736325492, 8509.340110932371, 2.4407563779607178, 2.189944165437989, 5.438434090311071, -3.109769311453359, -3.759146963847874, 8.299345095052505, -4.1230476858748375, -11.279869082697108, -1.160193337255846, 100155.51972237934, 131323.24902685703, -59095.7688905088]"
1618,0,0,,"[5820.43066206016, -5926.280644197071, -2102.2619856891733, 0.5427094863473452, 3.6306539689873762, 0.9811519037317996, 9.443784849773035, 1.0508712145112842, -4.576808595906405, -2.9376123957632974, -11.015620970535794, 4.94493356644702, -144771.23735196376, -93928.7420762339, -294249.9986365355]"
1619,0,0,,"[6686.444466997207, 7701.147468520539, 3389.3518309706524, 4.851783165968352, 4.4326399260595535, 4.845776828232928, -5.477204771732066, 8.42088018043508, -7.199926919533398, -2.7895873805320637, -3.7191204158815747, -5.076500945365126, 59576.69269125251, 60923.93875549891, -1116.8390909959562]"
1620,0,0,,"[3549.2210169549417, -9620.893664959143, -6970.756772453755, 0.4378650813675976, 5.772395642621114, 0.651206165415324, -12.020700629946175, 4.372416919420083, 8.72444555424472, 2.8701750350821182, -9.381633935995334, 1.1869570751594747, -70967.10957960122, -75018.15554870896, -354550.4484288249]"
1621,0,0,,"[-9274.165126173877, -4659.549989498883, -2376.6126840611105, 0.8885591992235908, 3.5425028325697987, 1.2231909006890067, 8.59149550557747, 8.799144803361767, 4.03691429079141, -6.188695313553113, 4.240061916471028, -7.510971966891872, 38148.94276181268, -1105.617318877019, -236344.2447927238]"
1622,0,0,,"[7696.009631371704, -1168.5176539169825, 337.2008363780242, 2.457543192442508, 2.9192767931478043, 1.2378644658531823, -12.451466373765207, 8.871781985309585, -6.3732669432840225, 8.742043431619969, -12.273688088979174, -5.52256227787801, 37940.42675926682, -126588.41946161562, -256393.10532026633]"
1623,0,0,,"[-710.2287342915861, 8561.792828926602, -8759.009271360133, 4.238722584670655, 3.98798224959885, 0.5558404804700895, 9.161873952976343, 5.177472356212654, 5.009963203051269, -2.3201976231034713, -2.417457590095573, -11.456466861275347, -132519.33916466672, 86335.36538503625, -72871.22286526609]"
1624,"[array([  183662.652524  , 10741209.34287631, 18489317.65790702]), array([  183662.652524  , 10741209.34287631, 18489317.65790702])]","[array([-1073.14081,   572.37428,    -5.28734]), array([1073.14081, -572.37428,    5.28734])]",,"[8239.734201633899, 781.2376971318063, -1119.7053816761108, 0.26008074302759, 3.168701104711296, 2.8450295229897327, -10.205133226689856, 8.310029750322844, 3.8616409718460876, 8.479864245659428, 2.161344885614689, 1.1832823746033014, 95183.17283468688, -82323.84058327986, -134975.97658574878]"
1625,0,0,,"[9614.564595540727, 9680.24133953868, 2096.8113625920923, 3.188871506019459, 2.504167341948762, 2.412719973772019, -11.905917587547009, -3.9481288339957707, 4.982986814741853, 4.871522882063193, -2.6184850815105865, -5.19826686126909, 100776.27228353781, -38001.13718955104, -351832.9259841917]"
1626,"[array([143746.18667888, 531552.2210065 , 506894.35656531]), array([143746.18667888, 531552.2210065 , 506894.35656531])]","[array([-26.64501, 103.6683 , -99.41701]), array([  26.64501, -103.6683 ,   99.41701])]",,"[3978.237911375094, -8993.676848330251, 982.0207554590015, 3.360273104129664, 2.3586861931716228, 3.49841343942146, 10.62693551593302, 9.062894162384897, 9.038721036424047, -1.4799254153292232, -11.119382953024097, 5.197978317392728, 39047.45673787483, 85176.93339113225, -87826.37830017402]"
1627,0,0,,"[102.35107179895022, -4530.05313213553, -3405.5142989627466, 1.907668537075791, 1.3684492402904493, 2.466336181430524, -9.026830970766138, -4.865262850417993, -4.61834304889234, 9.390814746266916, -2.832792797856369, 3.3336030122701192, -50233.759812429125, 82025.0487058128, -382255.03424924746]"
1628,0,0,,"[-5474.667440645567, 3929.74847572601, -3679.8421726503557, 0.5344708456680043, 5.425462893357083, 0.767432655407351, -10.765606310189602, -7.5100601037388826, -6.21189208706189, -10.19300233172591, 7.929913450468842, -5.31941715452086, 125625.52547548013, -122911.05954980562, -305692.22875449003]"
1629,"[array([189853.99412605, 518580.26291923, 485689.70340456])]","[array([-72.62054, -28.12495, -79.86262])]",,"[-2390.918663031076, -1747.453206119133, -4774.628881010015, 2.8665543536895877, 3.9533888619524276, 4.227109482499085, 0.5504589670820259, 10.249397290004609, 4.908157275453382, 12.313131454425058, 2.2778036421132484, 7.887689608249804, 43404.637818973075, -149161.5044739502, -241548.63143868133]"
1630,0,0,,"[5374.403312553861, 5857.398284642983, -6352.783126399706, 2.8028831544193777, 4.991263060258488, 1.671895460456667, -9.749536597244896, -6.926599261363049, 11.571110469300393, -3.18221760942769, -8.303360449900227, -7.96261794925361, 34428.72515698604, 50252.44301233074, -392604.19269918033]"
1631,0,0,,"[-1000.4977085840801, 1499.72544660329, -7911.389874619499, 3.743521397649174, 0.5162264339810726, 0.8440660405517794, -7.0267650072420755, 3.2737107279591946, -7.419018834114274, -8.17569948367379, -10.064365174130907, -6.26677964440835, 67321.96863965713, -47078.778754200495, -395229.50995050883]"
1632,0,0,,"[-5182.808881220744, -5918.266219300302, 3173.7058894384136, 4.502276262862374, 0.866003908167157, 1.6052541327137348, -12.221113446534563, -7.281712413761136, 11.38292525713824, 5.846297259416033, -6.435306375623419, 1.4027944557343854, 118111.68048296223, -5430.478648274962, -51717.87484532775]"
1633,"[array([1724223.15350824,  390676.55216019,  637389.8016217 ]), array([1724223.15350824,  390676.55216019,  637389.8016217 ])]","[array([-176.30593,  116.60204, -205.20329]), array([ 176.30593, -116.60204,  205.20329])]",,"[1323.8282575396934, 8522.718737563915, -9428.981239560966, 4.1044769848280485, 3.800070010621682, 2.0902844002587577, 1.5779863366213824, 7.339190316897273, -0.9814818101522054, -2.6452640649089627, -6.307151603265577, -2.254429926621654, 22746.147763827175, 99888.70475271603, -164188.66777489963]"
1634,0,0,,"[1799.7830028370117, 7876.65271838053, -7860.520377542922, 4.381284579074723, 3.3412813893781776, 4.550076764733831, -6.645365617319857, -0.11008793225150093, -2.117604342603032, 3.5014019918226786, 1.3991273251340282, -12.065046672015264, 140211.68528499425, 93240.94304578449, -41065.72371119796]"
1635,0,0,,"[-448.95688522263845, 6705.206550963136, 4876.909143166207, 0.5262730416685657, 5.883967198809213, 3.6701865735672143, 7.789836594773224, 2.0658377435131214, -6.135159976991308, 10.14569257855062, -3.9075232286913586, -11.891902676095825, -17111.476622715883, 33340.39888117768, -43538.39540464798]"
1636,0,0,,"[-2255.3565511896713, 404.93434241121395, -1420.1551617683926, 4.970330533264346, 1.3335196604170743, 0.38850075327778544, 3.244305858574073, -7.596688658683744, 10.847424965775975, 12.26549568548446, -4.1782332610759845, -9.114850119440817, 52216.412258409895, 12328.307028956653, -120200.86037974065]"
1637,"[array([309720.89872862, 666096.11740477, 888895.54836461])]","[array([ -80.75878,  -88.07903, -121.42812])]",,"[-2782.5798027735345, -8142.773403303729, -5004.731985271813, 3.3962072093459663, 5.795535260975682, 3.208580091237966, 2.2632029340774817, 9.723034979025496, 1.0737530230551204, 6.4051745334506265, -11.897423634925484, 6.216760404301851, -66932.37313031201, -133255.16168386536, -246514.62211385398]"
1638,0,0,,"[7704.473705846067, 7872.63767069839, -6510.178411086768, 5.183120977785354, 0.5574917636322173, 2.4224385215158413, -11.967944746644699, -2.995912918862146, 5.957534125815419, -0.7177330931825203, -8.471481089074459, -9.76147496071819, 63289.036386219, -7277.5591704900435, -223812.3082485943]"
1639,"[array([1221655.72030941,  603822.91570272,  218574.87195194])]","[array([-129.86249,  -52.95528, -148.88985])]",,"[6353.8524569366655, -187.56927308087506, 3540.2893495542976, 4.08011212998577, 3.866827279727188, 3.156264610842879, 6.424017646826638, -0.9182299785219552, -5.84310673929883, 4.687117175418731, -3.0099903196640376, 6.190735161907515, -43950.20148339748, -48573.31061707919, -281139.8827614759]"
1640,"[array([1926356.0038427 ,  702195.61233645,  543748.06326228]), array([1926356.0038427 ,  702195.61233645,  543748.06326228])]","[array([-171.92772,   14.63673, -155.31137]), array([171.92772, -14.63673, 155.31137])]",,"[8900.677315087702, 4318.98887093709, -8199.139469939482, 3.8489906383078347, 2.1081546562347175, 5.132862854517995, -7.554185615367901, 10.254893282152928, -3.0905224536573304, 12.430932607430822, -4.230059353459673, 0.6898270407987148, 140306.58421123115, -101399.30778239889, -344956.64612270234]"
1641,"[array([218099.53526837, 368396.10318408, 489401.40376413]), array([218099.53526837, 368396.10318408, 489401.40376413])]","[array([-72.53682,  81.82257, -75.78796]), array([ 72.53682, -81.82257,  75.78796])]",,"[-685.5841797892663, -1325.7651105711593, -6671.248451411624, 4.820728621206245, 4.586321731214146, 5.396220965207422, -2.3382519457595166, 6.374433680928782, 5.4439082624217825, 4.823914317147409, -9.980968187158542, -3.4432041311480184, 79405.15711869733, 42974.2516089243, -66543.33066585858]"
1642,0,0,,"[2088.6727072909453, 7151.029889188332, 5931.204953164892, 0.8363105203522482, 1.4032452026502442, 0.6404558424255499, -9.162400117928925, 6.248414398489, 5.045635459876712, 3.8358475419675067, -9.262563456101017, -4.128566596549341, -86523.43470762535, 103812.71849103796, -322705.50825854373]"
1643,0,0,,"[3068.6610268455424, 8897.032447673795, -2434.698569398266, 4.703196701496083, 4.514521627613933, 2.3705569575389522, -12.170635874838453, 6.5791267771760324, -6.484953091464732, -10.1453749637306, -9.40320489718125, -4.530542713408558, 139283.18418511725, 44480.830853355146, -375425.0753391192]"
1644,"[array([ 497624.02386876, 1304964.25282459, 2105623.09782929])]","[array([-265.36943,   -4.88838, -161.87749])]",,"[716.2727444754782, -3922.544774834664, -5036.1007845729655, 0.4742734073858067, 3.0733895161005016, 3.260535663870251, 12.476840757898259, 10.416670665218387, 8.145774579326023, 1.1848867773549099, -7.2070387491331225, -6.2227966166058195, -69234.72296953047, 50067.212710234715, -380848.6928418938]"
1645,0,0,,"[7537.009877283239, -6238.240850349375, 6297.155627523469, 3.1933527710818477, 3.0397791490425696, 1.8696612414832823, -11.559890351620579, -4.0436053946880115, 2.396103547361527, -9.809642298447915, 1.5706595678772395, -6.261529289518282, -81096.8190116466, -63622.681098336005, -359246.5817502809]"
1646,"[array([ 532616.35225737, 3836299.7372835 , 4178994.1694174 ]), array([ 532616.35225737, 3836299.7372835 , 4178994.1694174 ])]","[array([-242.89595,    2.2467 , -536.41165]), array([242.89595,  -2.2467 , 536.41165])]",,"[-5056.236098318023, -4126.1095691293485, 5704.604418813346, 5.779971654867848, 3.9783714011935127, 0.25476452330125626, 9.993079705748638, 7.851244552753068, -5.04016899849352, 6.683839969622138, -4.028365442779901, 4.176306581920805, 4345.292550124344, 15523.599295059685, -397186.38657399366]"
1647,0,0,,"[-615.1528133983866, -203.01971786207105, 2643.1457657454066, 0.3734138541225138, 4.042909316604981, 2.964802957117466, 7.150506994434, 2.763488340964953, 5.456036328893195, 8.239823998821539, -8.061373721481432, -10.66727302510924, -18527.822665709828, 65992.05965717632, -268621.47739809775]"
1648,"[array([3364330.65879164,  295630.18442806, 1120804.15121795]), array([3364330.65879164,  295630.18442806, 1120804.15121795])]","[array([-398.74638,  226.60173, -166.80701]), array([ 398.74638, -226.60173,  166.80701])]",,"[2406.140330547387, -2410.564245288986, 7329.892434554673, 0.37890239853978946, 5.659642213922602, 4.960483482391149, 7.414791086172979, -5.147293268100336, 9.376943847152557, -9.47230266808763, -0.2794209836927948, -7.627383073555633, 84893.33458122858, 83700.28479472865, -176860.8570018072]"
1649,"[array([807648.95023755, 394732.40398309, 300376.91061523])]","[array([-112.31455,  -50.14698, -118.46087])]",,"[-8569.377677068163, -7445.63577153432, -4685.495879947938, 3.8745202333139814, 4.505324160823729, 3.331672787877022, -8.779640235373988, 3.267117254371957, -0.1964047201642014, 7.697444413359452, 3.6933410700068876, -0.17427720196980623, 5273.1887055086845, -101626.3587058307, -188815.44357480618]"
1650,0,0,,"[4131.864157318936, 5334.226600055919, -8357.694784566596, 4.294867723177843, 0.11327138996042596, 4.650226454812767, -0.08586520974636969, -6.985385983811339, 5.684886051696232, 3.123881759670388, -1.6100572066606738, 5.2226764259592, -104833.31710629679, -98560.78821045457, -63663.54037437029]"
1651,0,0,,"[-6049.641931894645, -2949.794524614773, -2668.308909583554, 0.6381521152447438, 3.1316470261764935, 4.737662246346238, 10.448054665950874, 3.632060809934, -0.07334152533190164, 0.39645168682919874, 1.126680051766522, -11.254209450312029, 78073.6469377111, -57843.35565893758, -187515.46662099333]"
1652,0,0,,"[-2074.77306312188, 1684.6410799260211, -9126.5554139353, 2.1275011975577067, 2.8333539356849027, 2.7311305434328887, -8.145254356961859, 4.226167942901213, -0.5719075229397825, -11.00732345943755, 6.743861232775313, -5.3583933550001435, -50983.13813150654, -117465.72891267277, -138053.50663057627]"
1653,0,0,,"[1312.6579904783794, 7860.792380875773, -5308.722226929612, 4.532890725027886, 2.4188238665176307, 1.1740849630657515, -3.7627135360198096, -5.85156995072502, 2.2518695756735543, -0.9292969364407924, -10.594928967153217, -2.380708903029804, -57616.692147719456, -46194.577286213695, -202104.87092896248]"
1654,"[array([4139356.70832079,  445502.06724328, 2329784.30401394]), array([4139356.70832079,  445502.06724328, 2329784.30401394])]","[array([-276.60676, -408.45516, -250.78078]), array([276.60676, 408.45516, 250.78078])]",,"[-4493.683562459969, -25.133376684645555, 8644.632152265316, 4.768802072126875, 1.0515629554976595, 3.3010002964951077, -9.07823012363373, 3.836034722883703, 9.498932195029553, 5.857850447915663, -4.578108944695226, -10.014423159955122, -61385.86355256615, -120692.1261675688, -262975.7737944903]"
1655,0,0,,"[4811.830416012961, 5611.461972074476, 4283.374249184908, 3.443942902229431, 1.5134779159959695, 1.3135090201440098, 8.429825294141072, 10.058670584463087, -7.160179303234172, 7.158066774248937, 6.568760250439375, -3.650802733972153, -86320.4836883742, 5094.6168923967925, -87844.87458162697]"
1656,0,0,,"[-1570.4854722476048, -7436.16691737152, -6327.4005435807485, 1.27904897789834, 0.701072051875201, 1.6566831599244247, -10.195638457467107, -5.118983229551554, 4.695985473083519, -1.3129900700756494, -12.176744023331487, -6.980558243278458, 82539.60434167628, -127126.77806426777, -217262.64978965395]"
1657,0,0,,"[9564.525499170053, 5653.925975696035, 9523.929018831615, 0.9042898041914444, 1.09700971509346, 0.6193686652003982, -4.947604361226437, 1.2333047991870973, 5.3642404989822925, -3.57349060664248, -9.091438255895735, 6.597131469289302, 37428.81246791352, -47094.68189725657, -64035.760229119274]"
1658,0,0,,"[-4173.864357971713, -7968.037696947956, 5288.955936514725, 2.9142766625843928, 1.3377794041609763, 5.857397384369034, -3.057480158249904, -1.3090380254141074, -3.7577094614656588, 11.967489203780929, -11.559871492719486, 2.6280756297377703, -55086.73791206842, 111565.73514981457, -16979.688622447604]"
1659,0,0,,"[-4192.459359929928, -1248.462370191417, 6436.593484814355, 1.6506523698995172, 0.7467904867667534, 2.5988558123726713, -6.248692069937922, 11.410428683837893, 6.011812439002711, -8.161765506443354, 5.012720406745139, -2.667357635016838, 141255.9420400411, -64759.04326881305, -165476.43715193094]"
1660,0,0,,"[6859.040748243937, -4417.770404996275, 7111.002829248846, 0.11143381542622606, 5.249595713415955, 1.4542248306926666, -6.809263635923019, -4.785689778566497, 10.743620673820487, -2.4263193053516208, -11.41660796687845, -8.375546888351979, 59526.31132609691, 35538.867078478186, -137712.79269748862]"
1661,"[array([901740.01826049, 502857.64331934, 251503.51127561])]","[array([-107.98266,  -11.49944, -110.6139 ])]",,"[-6173.901511618096, -4713.099701903197, -6782.057374600625, 4.893757698635451, 2.0852405741896014, 4.07287989214814, 8.930070786139868, 0.32889178357074655, -6.105630036582346, 0.9023229049145058, 0.769073584830327, 7.688502921221531, -105725.25929058797, 75484.76646888329, -264234.6429646395]"
1662,"[array([  20098.8162654 ,  770156.57274849, 1206173.39781568]), array([  20098.8162654 ,  770156.57274849, 1206173.39781568])]","[array([-1.7846601e+02, -8.5750000e-02, -5.3101820e+01]), array([1.7846601e+02, 8.5750000e-02, 5.3101820e+01])]",,"[7887.162701399404, 4244.83036217303, 9400.67566168047, 0.11478235940341242, 4.057799787463489, 0.5449024328373978, 10.398944334354585, -1.8244764439057235, 11.431278605928846, 8.797861793239875, -3.8643116247299787, -0.08964771294859197, 31240.056624502642, -106901.49330048042, -211149.41337977906]"
1663,0,0,,"[-1466.281649038694, -3108.631902952854, 2165.937043726546, 1.1966827409382206, 4.906454797037741, 2.2227723187381407, 3.2903608507659428, -0.9908893303943929, -6.219272350982877, 9.454429693618039, 0.8175746799548591, 0.3788045226557628, 52430.232158074126, -37990.38842426204, -357018.71322953055]"
1664,0,0,,"[9201.081692021959, -8308.132810034464, -8228.033820844596, 3.7859502134676712, 5.7749072369198275, 5.403926806968195, -8.850039967210002, -6.673123175933475, 11.974836968743396, -6.752694956069997, 3.8659860771121117, -7.131002112463384, 126787.44891630847, 2899.2113923406287, -86697.5925518265]"
1665,0,0,,"[2828.0096424150597, -8812.287738464023, 4169.387652041703, 3.4040965593453225, 3.056843082740672, 1.904547667133087, -6.748820688727099, -4.669394797770385, -7.432332036034214, -10.640522926519647, 6.878363608992942, 5.8603826886290555, -15771.477386794839, 122100.7115363953, -315239.0479928958]"
1666,"[array([222211.11026834, 603371.1121096 , 526793.2116978 ]), array([222211.11026834, 603371.1121096 , 526793.2116978 ])]","[array([ -98.22173,   49.8442 , -103.15461]), array([ 98.22173, -49.8442 , 103.15461])]",,"[-1009.3630881315694, 477.7809712063081, 3567.7330737513585, 3.4229305338842813, 3.557279371987099, 1.7852989502890702, 6.034103075124445, 5.855302703872292, 5.944094524513169, -3.7829813948860593, 3.67447971996425, 2.0252657259450917, 88080.71141713517, 51737.14021490337, -257278.2486742099]"
1667,"[array([1499690.26911294,  535379.80521665,   99195.71972862]), array([1499690.26911294,  535379.80521665,   99195.71972862])]","[array([ -46.84871, -139.66493, -252.44281]), array([ 46.84871, 139.66493, 252.44281])]",,"[128.02049612311566, 8501.724740860398, 7556.0432797057365, 3.04155430011438, 5.510557192303388, 0.403010914235417, -4.606734660312012, -2.4870936276803643, 7.9090522712247715, -10.920511030264267, 1.07624821354705, 2.688487880499455, 9891.471425245429, -93112.20038655793, -148629.16012243283]"
1668,0,0,,"[-8102.9931315027425, -3961.7487625099648, 4208.232070190126, 2.007616381673998, 2.273646925368427, 3.2846925515056498, -6.562725889108422, 7.516839599872689, -7.978414142532315, -7.072183783698127, 5.427995302506744, -4.412844491360186, 53323.48374579137, -91740.50561448804, -87224.32473823678]"
1669,0,0,,"[-9186.59999742897, 7372.569754989632, -4565.408448776194, 3.228947448956541, 3.1932021905168124, 5.12227168042794, -3.751453565140009, -5.96055401971985, -5.622001210454183, 11.24515550801597, -4.422742052345354, 7.027591795587995, 77548.20924682141, -17495.48721750491, -247565.78121354108]"
1670,0,0,,"[4405.810916730168, 7911.82979317271, 7055.688678307168, 4.416421747289894, 2.9336459740672227, 4.900401817286298, -9.104757604965341, -3.740529845914681, -0.38526531026628064, -10.19222833010854, -10.103971879565405, 7.998966231903932, -79115.09506098433, 51336.24380520661, -100842.99798337999]"
